Code,Name,Market,Marcap
005930,삼성전자,KOSPI,1347567219144000
000660,SK하이닉스,KOSPI,1092086085675000
005935,삼성전자우,KOSPI,138088084036300
402340,SK스퀘어,KOSPI,127999634420000
009150,삼성전기,KOSPI,91798552384000
005380,현대차,KOSPI,81903106400000
373220,LG에너지솔루션,KOSPI,80730000000000
207940,삼성바이오로직스,KOSPI,70084499814000
105560,KB금융,KOSPI,60828946381000
032830,삼성생명,KOSPI,57500000000000
012450,한화에어로스페이스,KOSPI,54347824654000
028260,삼성물산,KOSPI,54163972054000
329180,HD현대중공업,KOSPI,53215341075000
000270,기아,KOSPI,52159176532800
055550,신한지주,KOSPI,50418955668600
034020,두산에너빌리티,KOSPI,48938871554400
012330,현대모비스,KOSPI,46092152164000
068270,셀트리온,KOSPI,45347972670000
034730,SK,KOSPI,36903875827000
086790,하나금융지주,KOSPI,36573220808400
035420,NAVER,KOSPI,35469398692000
006400,삼성SDI,KOSPI,34410021310000
010120,LS ELECTRIC,KOSPI,30375000000000
000810,삼성화재,KOSPI,28931562504000
066570,LG전자,KOSPI,28537388577600
009540,HD한국조선해양,KOSPI,28309246400000
042660,한화오션,KOSPI,27791694835800
267260,HD현대일렉트릭,KOSPI,27431869735000
010130,고려아연,KOSPI,25757243746000
005490,POSCO홀딩스,KOSPI,25278047113000
298040,효성중공업,KOSPI,25250875984000
316140,우리금융지주,KOSPI,24391004347000
015760,한국전력,KOSPI,23078608568150
138040,메리츠금융지주,KOSPI,21035552216100
011200,HMM,KOSPI,20185292558000
017670,SK텔레콤,KOSPI,19567373828300
010140,삼성중공업,KOSPI,19448000000000
006800,미래에셋증권,KOSPI,19333035704000
000150,두산,KOSPI,19238275980000
042700,한미반도체,KOSPI,19110096100000
033780,KT&G,KOSPI,18966170311200
051910,LG화학,KOSPI,18424601523000
096770,SK이노베이션,KOSPI,18359132776800
018260,삼성에스디에스,KOSPI,17990338500000
267250,HD현대,KOSPI,17299485615000
035720,카카오,KOSPI,16966174981000
024110,기업은행,KOSPI,16227616434150
003550,LG,KOSPI,15799564418000
064350,현대로템,KOSPI,15738318650600
086280,현대글로비스,KOSPI,15562500000000
079550,LIG디펜스앤에어로스페이스,KOSPI,15444000000000
047810,한국항공우주,KOSPI,14631013560700
278470,에이피알,KOSPI,14151622590000
010950,S-Oil,KOSPI,14061590720800
030200,KT,KOSPI,13483160147500
272210,한화시스템,KOSPI,13243249168900
003670,포스코퓨처엠,KOSPI,13119567450000
011070,LG이노텍,KOSPI,13111577278000
000720,현대건설,KOSPI,12538659139000
307950,현대오토에버,KOSPI,11435800494000
071050,한국금융지주,KOSPI,11368102368000
259960,크래프톤,KOSPI,10611701590000
005830,DB손해보험,KOSPI,10466955770200
005940,NH투자증권,KOSPI,10448532771500
323410,카카오뱅크,KOSPI,10305801439200
006260,LS,KOSPI,10249200000000
003490,대한항공,KOSPI,10126068177500
0126Z0,삼성에피스홀딩스,KOSPI,10002985698000
047050,포스코인터내셔널,KOSPI,9746122455200
028050,삼성E&A,KOSPI,9692200000000
277810,레인보우로보틱스,KOSDAQ,9496230491000
003230,삼양식품,KOSPI,9288207495000
078930,GS,KOSPI,9178074906000
443060,HD현대마린솔루션,KOSPI,8778391468000
161390,한국타이어앤테크놀로지,KOSPI,8733192364500
016360,삼성증권,KOSPI,8519220000000
180640,한진칼,KOSPI,8492161888800
090430,아모레퍼시픽,KOSPI,8060302190200
352820,하이브,KOSPI,7789405265200
039490,키움증권,KOSPI,7619325798000
005387,현대차2우B,KOSPI,7080195825000
064400,LG씨엔에스,KOSPI,6985476850800
047040,대우건설,KOSPI,6932011853060
021240,코웨이,KOSPI,6836133351600
267270,HD건설기계,KOSPI,6800117184300
326030,SK바이오팜,KOSPI,6539156375000
032640,LG유플러스,KOSPI,6366415980000
000100,유한양행,KOSPI,6196583357800
241560,두산밥캣,KOSPI,6134788160000
007660,이수페타시스,KOSPI,6100306098900
000880,한화,KOSPI,5908563612200
377300,카카오페이,KOSPI,5654291225000
029780,삼성카드,KOSPI,5485918488850
001440,대한전선,KOSPI,5370197130400
271560,오리온,KOSPI,5356150774000
175330,JB금융지주,KOSPI,5269241528000
009830,한화솔루션,KOSPI,5225533094400
036570,NC,KOSPI,5159793269000
128940,한미약품,KOSPI,5009097481000
062040,산일전기,KOSPI,4945755990000
353200,대덕전자,KOSPI,4916984037500
051900,LG생활건강,KOSPI,4852069452000
088980,맥쿼리인프라,KOSPI,4789219930000
034220,LG디스플레이,KOSPI,4780000000000
028300,HLB,KOSDAQ,4688577449600
005385,현대차우,KOSPI,4668192000000
138930,BNK금융지주,KOSPI,4630079332360
000500,가온전선,KOSPI,4618506845700
454910,두산로보틱스,KOSPI,4582772586000
010060,OCI홀딩스,KOSPI,4555536608000
001040,CJ,KOSPI,4256924008200
111770,영원무역,KOSPI,4209589460000
087010,펩트론,KOSDAQ,4150488300000
039030,이오테크닉스,KOSDAQ,4145528575000
004170,신세계,KOSPI,4037814877500
011790,SKC,KOSPI,3982743329400
088350,한화생명,KOSPI,3977867400000
052690,한전기술,KOSPI,3906084000000
000250,삼천당제약,KOSDAQ,3872828627200
000990,DB하이텍,KOSPI,3854506496800
004020,현대제철,KOSPI,3756498847750
018880,한온시스템,KOSPI,3704807812720
002380,KCC,KOSPI,3690648832000
082740,한화엔진,KOSPI,3625778319900
214370,케어젠,KOSDAQ,3588162000000
319660,피에스케이,KOSDAQ,3510765736800
145020,휴젤,KOSDAQ,3491733267000
108490,로보티즈,KOSDAQ,3423350038000
001450,현대해상,KOSPI,3294844862500
066970,엘앤에프,KOSPI,3246524148000
023530,롯데쇼핑,KOSPI,3239062447500
036460,한국가스공사,KOSPI,3207876750000
251270,넷마블,KOSPI,3195448269000
022100,포스코DX,KOSPI,3131915417400
028670,팬오션,KOSPI,3127231645200
035250,강원랜드,KOSPI,3102137250000
483650,달바글로벌,KOSPI,3085997005000
011780,금호석유화학,KOSPI,3061646452500
097950,CJ제일제당,KOSPI,3055999758000
031210,서울보증보험,KOSPI,3054694912500
008930,한미사이언스,KOSPI,2995549890000
310210,보로노이,KOSDAQ,2904787147500
009420,한올바이오파마,KOSPI,2904579472800
440110,파두,KOSDAQ,2901428463300
095340,ISC,KOSDAQ,2889159005400
012750,에스원,KOSPI,2849938350000
017800,현대엘리베이터,KOSPI,2830288674000
302440,SK바이오사이언스,KOSPI,2816590252700
103590,일진전기,KOSPI,2808669471000
139130,iM금융지주,KOSPI,2799865053440
007340,DN오토모티브,KOSPI,2796819347000
006360,GS건설,KOSPI,2789956574000
375500,DL이앤씨,KOSPI,2789810218300
319400,현대무벡스,KOSDAQ,2695300143800
084370,유진테크,KOSDAQ,2685760122400
004800,효성,KOSPI,2646658346700
005850,에스엘,KOSPI,2638275936000
009970,영원무역홀딩스,KOSPI,2629624851000
026960,동서,KOSPI,2617125000000
003690,코리안리,KOSPI,2585428683530
257720,실리콘투,KOSDAQ,2580425516200
383220,F&F,KOSPI,2566574025000
080220,제주반도체,KOSDAQ,2559102491900
347850,디앤디파마텍,KOSDAQ,2553154821300
161890,한국콜마,KOSPI,2523382731300
001720,신영증권,KOSPI,2515320000000
011170,롯데케미칼,KOSPI,2510917095300
450080,에코프로머티,KOSPI,2510351691500
000240,한국앤컴퍼니,KOSPI,2506290336000
081660,미스토홀딩스,KOSPI,2468770560000
489790,한화비전,KOSPI,2423442720000
014680,한솔케미칼,KOSPI,2412467046000
204320,HL만도,KOSPI,2404204544000
058610,에스피지,KOSDAQ,2404025824000
004370,농심,KOSPI,2372230380000
103140,풍산,KOSPI,2348434496400
004990,롯데지주,KOSPI,2337115547200
282330,BGF리테일,KOSPI,2307401451000
085620,미래에셋생명,KOSPI,2298060000000
069960,현대백화점,KOSPI,2294506636800
192820,코스맥스,KOSPI,2292600818000
131290,티에스이,KOSDAQ,2289715803000
073240,금호타이어,KOSPI,2280846678780
279570,케이뱅크,KOSPI,2267835894090
178320,서진시스템,KOSDAQ,2259601163500
139480,이마트,KOSPI,2246299666600
263750,펄어비스,KOSDAQ,2212105632000
007070,GS리테일,KOSPI,2211416126750
030000,제일기획,KOSPI,2199588222000
031980,피에스케이홀딩스,KOSDAQ,2190739332000
005440,현대지에프홀딩스,KOSPI,2169588864170
336260,두산퓨얼셀,KOSPI,2161292958000
051600,한전KPS,KOSPI,2124000000000
098460,고영,KOSDAQ,2117740813650
067310,하나마이크론,KOSDAQ,2054567852100
002790,아모레퍼시픽홀딩스,KOSPI,2041433406000
018670,SK가스,KOSPI,2036593680000
005290,동진쎄미켐,KOSDAQ,2020965495900
032820,우리기술,KOSDAQ,1942099038880
439260,대한조선,KOSPI,1931098611000
068760,셀트리온제약,KOSDAQ,1929281325400
462870,시프트업,KOSPI,1926733992000
071970,HD현대마린엔진,KOSPI,1913172318000
457190,이수스페셜티케미컬,KOSPI,1876591951200
475150,SK이터닉스,KOSPI,1873685220000
000120,CJ대한통운,KOSPI,1783925300800
112610,씨에스윈드,KOSPI,1781741776750
000155,두산우,KOSPI,1762439742000
089030,테크윙,KOSDAQ,1752637408500
010170,대한광통신,KOSDAQ,1721226256200
290650,엘앤씨바이오,KOSDAQ,1720667115200
011210,현대위아,KOSPI,1707851212400
120110,코오롱인더,KOSPI,1703929220800
140410,메지온,KOSDAQ,1698632667000
089970,브이엠,KOSDAQ,1690178313000
008770,호텔신라,KOSPI,1681781984850
023590,다우기술,KOSPI,1670890243200
395400,SK리츠,KOSPI,1661617262400
083650,비에이치아이,KOSDAQ,1643146312500
020150,롯데에너지머티리얼즈,KOSPI,1636420718750
006040,동원산업,KOSPI,1633210303000
060370,LS마린솔루션,KOSDAQ,1624628359400
001800,오리온홀딩스,KOSPI,1618213938800
0009K0,에임드바이오,KOSDAQ,1597377676700
001740,SK네트웍스,KOSPI,1550590761970
030530,원익홀딩스,KOSDAQ,1523132985320
020560,아시아나항공,KOSPI,1522271354290
00680K,미래에셋증권2우B,KOSPI,1519245000000
097230,HJ중공업,KOSPI,1507932244800
322000,HD현대에너지솔루션,KOSPI,1500800000000
294870,IPARK현대산업개발,KOSPI,1496096391000
298020,효성티앤씨,KOSPI,1495214131000
950160,코오롱티슈진,KOSDAQ,1492925711200
069620,대웅제약,KOSPI,1483081600000
006280,녹십자,KOSPI,1478347057000
089860,롯데렌탈,KOSPI,1456006458800
001120,LX인터내셔널,KOSPI,1449624000000
001430,세아베스틸지주,KOSPI,1436277865950
420770,기가비스,KOSDAQ,1434895805600
181710,NHN,KOSPI,1411660290900
007390,네이처셀,KOSDAQ,1407905973600
229640,LS에코에너지,KOSPI,1394963238450
127120,제이에스링크,KOSDAQ,1393585595800
078600,대주전자재료,KOSDAQ,1374112075000
012630,HDC,KOSPI,1356137066700
039200,오스코텍,KOSDAQ,1352426521600
007310,오뚜기,KOSPI,1340619135000
007810,코리아써키트,KOSPI,1333433672000
192080,더블유게임즈,KOSPI,1314872362800
218410,RFHIC,KOSDAQ,1312826834800
082640,동양생명,KOSPI,1287516293250
475830,오름테라퓨틱,KOSDAQ,1270596015000
003540,대신증권,KOSPI,1265535645300
009155,삼성전기우,KOSPI,1261631056000
415640,KB발해인프라,KOSPI,1249964589600
043260,성호전자,KOSDAQ,1248306850200
323280,태성,KOSDAQ,1244422685000
281820,케이씨텍,KOSPI,1237416312500
004000,롯데정밀화학,KOSPI,1224210000000
000815,삼성화재우,KOSPI,1214836080000
005070,코스모신소재,KOSPI,1192403098900
017960,한국카본,KOSPI,1183391529400
437730,삼현,KOSDAQ,1182692249100
491000,리브스메드,KOSDAQ,1181946682800
361610,SK아이이테크놀로지,KOSPI,1165466175000
030610,교보증권,KOSPI,1148746646880
006340,대원전선,KOSPI,1129167590400
183300,코미코,KOSDAQ,1117664864000
077970,STX엔진,KOSPI,1096042119900
066575,LG전자우,KOSPI,1091012486500
166090,하나머티리얼즈,KOSDAQ,1089749837400
000080,하이트진로,KOSPI,1085668298280
300720,한일시멘트,KOSPI,1083320928570
330590,롯데리츠,KOSPI,1066295181960
093370,후성,KOSPI,1057537553800
009450,경동나비엔,KOSPI,1048938624000
003570,SNT다이내믹스,KOSPI,1045797320650
000210,DL,KOSPI,1041507434800
003090,대웅,KOSPI,1039578602400
347700,스피어,KOSDAQ,1033604808100
003240,태광산업,KOSPI,1013194000000
032350,롯데관광개발,KOSPI,1009324298280
031330,에스에이엠티,KOSDAQ,1005950374020
280360,롯데웰푸드,KOSPI,957275696000
051915,LG화학우,KOSPI,953411200000
003530,한화투자증권,KOSPI,950446643250
185750,종근당,KOSPI,949631264000
009240,한샘,KOSPI,947240602000
006120,SK디스커버리,KOSPI,945566679300
041830,인바디,KOSDAQ,943661740000
005300,롯데칠성,KOSPI,941806726000
192400,쿠쿠홀딩스,KOSPI,937063574750
034230,파라다이스,KOSPI,925367526180
451800,한화리츠,KOSPI,923144000000
458870,씨어스,KOSDAQ,909627786000
476830,알지노믹스,KOSDAQ,908996126400
204270,제이앤티씨,KOSDAQ,905328492900
195870,해성디에스,KOSPI,892500000000
079160,CJ CGV,KOSPI,890834366480
071055,한국금융지주우,KOSPI,882838425700
003470,유안타증권,KOSPI,881511466650
030190,NICE평가정보,KOSPI,879549098110
065350,신성델타테크,KOSDAQ,879486336000
115180,큐리언트,KOSDAQ,877790183400
499790,GS피앤엘,KOSPI,874540088100
085660,차바이오텍,KOSDAQ,862788010880
100090,SK오션플랜트,KOSPI,856575148590
090710,휴림로봇,KOSDAQ,856042647640
083450,GST,KOSDAQ,847780000000
388720,유일로보틱스,KOSDAQ,844722436500
213420,덕산네오룩스,KOSDAQ,844260086000
036540,SFA반도체,KOSDAQ,842036751360
119850,지엔씨에너지,KOSDAQ,840539249900
252990,샘씨엔에스,KOSDAQ,827393794860
281740,레이크머티리얼즈,KOSDAQ,817030711640
099320,쎄트렉아이,KOSDAQ,815870211000
189300,인텔리안테크,KOSDAQ,810681023500
417200,LS머트리얼즈,KOSDAQ,808449275050
298050,HS효성첨단소재,KOSPI,802806681600
466100,클로봇,KOSDAQ,800693066550
328130,루닛,KOSDAQ,799680853200
001820,삼화콘덴서,KOSPI,788980500000
036530,SNT홀딩스,KOSPI,787477693800
214320,이노션,KOSPI,785600000000
365550,ESR켄달스퀘어리츠,KOSPI,783793465000
090360,로보스타,KOSDAQ,782925000000
232140,와이씨,KOSDAQ,767944476000
137310,에스디바이오센서,KOSPI,766756797700
003850,보령,KOSPI,754069549530
004490,세방전지,KOSPI,752598000000
388210,씨엠티엑스,KOSDAQ,751115276400
100790,미래에셋벤처투자,KOSDAQ,750593767140
071320,지역난방공사,KOSPI,744513239200
285130,SK케미칼,KOSPI,738657308200
032190,다우데이타,KOSDAQ,736892000000
074600,원익QnC,KOSDAQ,730806400000
476060,온코닉테라퓨틱스,KOSDAQ,723800969600
064960,SNT모티브,KOSPI,723222412000
445680,큐리옥스바이오시스템즈,KOSDAQ,722536710000
171090,선익시스템,KOSDAQ,718048683400
005090,SGC에너지,KOSPI,712541516850
248070,솔루엠,KOSPI,712461916400
019210,와이지-원,KOSDAQ,705936957440
000670,영풍,KOSPI,702367556450
032500,케이엠더블유,KOSDAQ,700804153610
000370,한화손해보험,KOSPI,692261765950
456040,OCI,KOSPI,687551616000
094170,동운아나텍,KOSDAQ,678527423200
093320,케이아이엔엑스,KOSDAQ,678320000000
005690,파미셀,KOSPI,676845277920
397030,에이프릴바이오,KOSDAQ,664952658400
048410,현대바이오,KOSDAQ,664923391080
093050,LF,KOSPI,662286000000
102710,이엔에프테크놀로지,KOSDAQ,661526806800
317450,명인제약,KOSPI,659190000000
053800,안랩,KOSDAQ,649787950400
002960,한국쉘석유,KOSPI,649350000000
006110,삼아알미늄,KOSPI,647283874000
005880,대한해운,KOSPI,647108416700
002350,넥센타이어,KOSPI,645584666970
003160,디아이,KOSPI,645240000000
069260,TKG휴켐스,KOSPI,641793831600
005180,빙그레,KOSPI,638636235900
025540,한국단자,KOSPI,638256500000
293940,신한알파리츠,KOSPI,634935645750
001570,금양,KOSPI,633275240400
000400,롯데손해보험,KOSPI,633086092800
001680,대상,KOSPI,632672936500
453340,현대그린푸드,KOSPI,629624071930
456160,지투지바이오,KOSDAQ,628592302800
075580,세진중공업,KOSPI,625344016000
014820,동원시스템즈,KOSPI,618963870700
006380,카프로,KOSPI,618539985360
161580,필옵틱스,KOSDAQ,608326309650
079940,가비아,KOSDAQ,603930780000
050890,쏠리드,KOSDAQ,603919947960
439960,코스모로보틱스,KOSDAQ,599038555960
225570,넥슨게임즈,KOSDAQ,596693176440
000640,동아쏘시오홀딩스,KOSPI,595828639500
268280,미원에스씨,KOSPI,594000000000
044490,태웅,KOSDAQ,593218846650
001270,부국증권,KOSPI,593157479200
006650,대한유화,KOSPI,592150000000
383800,LX홀딩스,KOSPI,591938154400
010780,아이에스동서,KOSPI,587740422720
124500,아이티센글로벌,KOSDAQ,587074533100
003620,KG모빌리티,KOSPI,585875370240
017940,E1,KOSPI,581728000000
037460,삼지전자,KOSDAQ,580939383200
094800,맵스리얼티,KOSPI,580214568750
100840,SNT에너지,KOSPI,576993845700
086900,메디톡스,KOSDAQ,576581263000
114090,GKL,KOSPI,575876287700
108320,LX세미콘,KOSPI,574943005000
001060,JW중외제약,KOSPI,572833878000
00104K,CJ4우(전환),KOSPI,572692376000
052020,에스티큐브,KOSDAQ,571059644400
00088K,한화3우B,KOSPI,567579899250
477850,마키나락스,KOSDAQ,566376078400
016380,KG스틸,KOSPI,566050357020
121600,나노신소재,KOSDAQ,565900114650
376900,로킷헬스케어,KOSDAQ,565106888400
490470,세미파이브,KOSDAQ,564822304000
041960,코미팜,KOSDAQ,563753956850
002840,미원상사,KOSPI,556200000000
053610,프로텍,KOSDAQ,555300000000
007700,F&F홀딩스,KOSPI,554250580390
358570,지아이이노베이션,KOSDAQ,550321531180
178920,PI첨단소재,KOSPI,549443884620
460930,현대힘스,KOSDAQ,546154119980
112040,위메이드,KOSDAQ,545552121810
174900,앱클론,KOSDAQ,544693121700
003300,한일홀딩스,KOSPI,543558357720
005810,풍산홀딩스,KOSPI,539206720800
099190,아이센스,KOSDAQ,538911970660
399720,가온칩스,KOSDAQ,534240922200
295310,에이치브이엠,KOSDAQ,532698394600
059090,미코,KOSDAQ,531995105760
033240,자화전자,KOSPI,531495349200
082270,젬백스,KOSDAQ,528574283820
060250,NHN KCP,KOSDAQ,526104004100
211050,인카금융서비스,KOSDAQ,525150583620
160190,하이젠알앤엠,KOSDAQ,515520720000
001510,SK증권,KOSPI,514631564125
033500,동성화인텍,KOSDAQ,514019927160
058650,세아홀딩스,KOSPI,513310556000
045100,한양이엔지,KOSDAQ,512750000000
001530,DI동일,KOSPI,502353809250
056080,유진로봇,KOSDAQ,500502511740
448730,삼성FN리츠,KOSPI,499864500000
336370,솔루스첨단소재,KOSPI,498543142400
475960,토모큐브,KOSDAQ,497270820600
001500,현대차증권,KOSPI,493427691120
039130,하나투어,KOSPI,492579837600
009410,태영건설,KOSPI,490130858466
090435,아모레퍼시픽우,KOSPI,489355420500
003545,대신증권우,KOSPI,488885846700
079900,전진건설로봇,KOSPI,488850257500
460860,동국제강,KOSPI,488142887280
383310,에코프로에이치엔,KOSDAQ,487667169000
090460,비에이치,KOSPI,487131724100
249420,일동제약,KOSPI,485014403160
377740,바이오노트,KOSPI,484468158240
284740,쿠쿠홈시스,KOSPI,483524461500
005250,녹십자홀딩스,KOSPI,482509434600
144960,뉴파워프라즈마,KOSDAQ,479745011520
214430,아이쓰리시스템,KOSDAQ,479353304000
126340,비나텍,KOSDAQ,477497531000
015750,성우하이텍,KOSDAQ,476000000000
219130,타이거일렉,KOSDAQ,474203179000
376300,디어유,KOSDAQ,474055967820
005945,NH투자증권우,KOSPI,471774200000
018290,브이티,KOSDAQ,471714813000
101160,월덱스,KOSDAQ,469737750850
003030,세아제강지주,KOSPI,467593075300
034310,NICE,KOSPI,467551037040
145990,삼양사,KOSPI,466683567250
002240,고려제강,KOSPI,464670000000
336570,원텍,KOSDAQ,464259359200
122640,예스티,KOSDAQ,462337905000
008060,대덕,KOSPI,461484695500
034950,한국기업평가,KOSDAQ,461316222400
486990,노타,KOSDAQ,459937245000
348370,엔켐,KOSDAQ,459035303350
000070,삼양홀딩스,KOSPI,456475630800
033790,피노,KOSDAQ,454937503020
005389,현대차3우B,KOSPI,453154904400
030520,한컴,KOSDAQ,450952225600
036810,에프에스티,KOSDAQ,449233121750
042000,카페24,KOSDAQ,445361872980
484870,엠앤씨솔루션,KOSPI,444604923000
417310,코람코더원리츠,KOSPI,437936000000
004690,삼천리,KOSPI,434487884600
215200,메가스터디교육,KOSDAQ,431192985600
161000,애경케미칼,KOSPI,430054587560
077360,덕산하이메탈,KOSDAQ,429834038920
033160,엠케이전자,KOSDAQ,428967882180
003000,부광약품,KOSPI,422284791880
002810,삼영무역,KOSPI,421969761800
278280,천보,KOSDAQ,420891408750
389470,인벤티지랩,KOSDAQ,420523572800
019170,신풍제약,KOSPI,420396546440
236200,슈프리마,KOSDAQ,419853522200
014830,유니드,KOSPI,418914440000
004700,조광피혁,KOSPI,418895694000
035890,서희건설,KOSDAQ,418290900040
001200,유진투자증권,KOSPI,417494261580
095660,네오위즈,KOSDAQ,416285471160
372320,큐로셀,KOSDAQ,415701249600
170920,엘티씨,KOSDAQ,415170151800
078130,국일제지,KOSDAQ,414321657225
357120,코람코라이프인프라리츠,KOSPI,413675254500
104830,원익머트리얼즈,KOSDAQ,411651200000
072710,농심홀딩스,KOSPI,410444415000
368770,파이버프로,KOSDAQ,407392390000
365340,성일하이텍,KOSDAQ,405076955250
253590,네오셈,KOSDAQ,404912383720
448900,한국피아이엠,KOSDAQ,402736499100
016590,신대양제지,KOSPI,402575221800
003280,흥아해운,KOSPI,401028731532
452260,한화갤러리아,KOSPI,398381498550
029530,신도리코,KOSPI,397373316100
950210,프레스티지바이오파마,KOSPI,397235584550
200710,에이디테크놀로지,KOSDAQ,397129206500
403550,쏘카,KOSPI,396472393900
036620,감성코퍼레이션,KOSDAQ,395396953600
004710,한솔테크닉스,KOSPI,394149042140
002030,아세아,KOSPI,393446617200
017900,광전자,KOSPI,393438150770
031430,신세계인터내셔날,KOSPI,392542920000
041190,우리기술투자,KOSDAQ,391020000000
015360,INVENI,KOSPI,389402500000
078160,메디포스트,KOSDAQ,388125569700
425420,티에프이,KOSDAQ,387701483400
027410,BGF,KOSPI,387653003550
194370,제이에스코퍼레이션,KOSPI,386793384140
016610,DB증권,KOSPI,386262139900
027360,아주IB투자,KOSDAQ,385848118110
013030,하이록코리아,KOSDAQ,384229901600
271940,일진하이솔루스,KOSPI,383104154500
005420,코스모화학,KOSPI,381777786320
332570,PS일렉트로닉스,KOSDAQ,381166354080
344820,KCC글라스,KOSPI,380098185600
025980,아난티,KOSDAQ,378987356050
001940,KISCO홀딩스,KOSPI,378509346000
060280,큐렉소,KOSDAQ,377939676400
241770,메카로,KOSDAQ,375598784000
381970,케이카,KOSPI,374944112640
024850,HLB이노베이션,KOSDAQ,374374283760
130660,한전산업,KOSPI,373596000000
033640,네패스,KOSDAQ,371253152200
306200,세아제강,KOSPI,370420780000
170900,동아에스티,KOSPI,368200295850
105630,한세실업,KOSPI,367600000000
064290,인텍플러스,KOSDAQ,367347336300
007690,국도화학,KOSPI,366728947200
092230,KPX홀딩스,KOSPI,366276808200
009900,명신산업,KOSPI,365716827010
025320,시노펙스,KOSDAQ,364963313880
003800,에이스침대,KOSDAQ,360979500000
005950,이수화학,KOSPI,360230115300
002990,금호건설,KOSPI,359931348840
089010,켐트로닉스,KOSDAQ,358878577800
060980,HL홀딩스,KOSPI,358614456500
160980,싸이맥스,KOSDAQ,357768958250
204620,글로벌텍스프리,KOSDAQ,357742149700
356860,티엘비,KOSDAQ,356573618500
064260,다날,KOSDAQ,356290102470
089590,제주항공,KOSPI,356029948775
078020,LS증권,KOSDAQ,355634427900
455900,엔젤로보틱스,KOSDAQ,355577861100
126560,현대퓨처넷,KOSPI,354903380000
290550,디케이티,KOSDAQ,354621807900
008730,율촌화학,KOSPI,353648000000
011760,현대코퍼레이션,KOSPI,352551943900
089890,코세스,KOSDAQ,352430442500
104700,한국철강,KOSPI,351378000000
199800,툴젠,KOSDAQ,350907531000
145720,덴티움,KOSPI,350561169150
441270,파인엠텍,KOSDAQ,348965590100
017810,풀무원,KOSPI,346896932200
020000,한섬,KOSPI,345779603400
006220,제주은행,KOSPI,345478810980
092730,네오팜,KOSDAQ,344601763500
005610,삼립,KOSPI,340845855500
389650,넥스트바이오메디컬,KOSDAQ,337299404500
029460,케이씨,KOSPI,337228371000
183190,아세아시멘트,KOSPI,336396843200
039440,에스티아이,KOSDAQ,335727567550
002020,코오롱,KOSPI,334308912000
348210,넥스틴,KOSDAQ,333692609250
117730,티로보틱스,KOSDAQ,333407875540
024720,콜마홀딩스,KOSPI,332673712300
200880,서연이화,KOSPI,332179490730
0120G0,삼양바이오팜,KOSPI,332011595500
097520,엠씨넥스,KOSPI,330976530000
006910,보성파워텍,KOSDAQ,329661119040
069540,빛과전자,KOSDAQ,327933420270
101930,인화정공,KOSDAQ,326716897650
376270,HEM파마,KOSDAQ,324861615000
011930,신성이엔지,KOSPI,324695850180
228760,지노믹트리,KOSDAQ,323666810040
217590,티엠씨,KOSPI,323103557250
006405,삼성SDI우,KOSPI,321799514400
206650,유바이오로직스,KOSDAQ,320847640110
084110,휴온스글로벌,KOSDAQ,320293243600
091810,트리니티항공,KOSPI,319592067334
125490,한라캐스트,KOSDAQ,319395580000
126720,수산인더스트리,KOSPI,319292100000
009290,광동제약,KOSPI,319216769280
356680,엑스게이트,KOSDAQ,316832761200
317400,자이에스앤디,KOSPI,315689712800
078350,한양디지텍,KOSDAQ,314034269200
092790,넥스틸,KOSPI,313844140000
005720,넥센,KOSPI,313687542690
025900,동화기업,KOSDAQ,313455167000
018250,애경산업,KOSPI,312957729750
243070,휴온스,KOSDAQ,312669256500
042520,한스바이오메드,KOSDAQ,312323937300
036890,진성티이씨,KOSDAQ,311541289220
026890,스틱인베스트먼트,KOSPI,310942112740
330860,네패스아크,KOSDAQ,310083945250
002310,아세아제지,KOSPI,310073148600
009160,SIMPAC,KOSPI,308877823800
108670,LX하우시스,KOSPI,308487848000
015860,일진홀딩스,KOSPI,308421768750
200670,휴메딕스,KOSDAQ,308261578500
02826K,삼성물산우B,KOSPI,307460105000
215600,신라젠,KOSDAQ,306896144260
192650,드림텍,KOSPI,305714886560
016800,퍼시스,KOSPI,305325000000
900290,GRT,KOSDAQ,305114000000
107640,한중엔시에스,KOSDAQ,302769196400
025770,한국정보통신,KOSDAQ,302549709680
265520,AP시스템,KOSDAQ,302521502100
037710,광주신세계,KOSPI,300891935400
010820,퍼스텍,KOSPI,300435138080
049070,인탑스,KOSDAQ,299655847400
000157,두산2우B,KOSPI,299167730000
078520,에이블씨엔씨,KOSPI,299162851500
105840,우진,KOSPI,298521562600
001750,한양증권,KOSPI,297354684480
327260,RF머트리얼즈,KOSDAQ,297289211750
092460,한라IMS,KOSDAQ,297024044800
054950,제이브이엠,KOSDAQ,296806848600
424870,이뮨온시아,KOSDAQ,296634874250
110990,디아이티,KOSDAQ,295218000000
468530,프로티나,KOSDAQ,295191814000
001390,KG케미칼,KOSPI,294480671400
439090,마녀공장,KOSDAQ,294259017000
012030,DB,KOSPI,293512768247
472850,폰드그룹,KOSDAQ,291312559120
244920,에이플러스에셋,KOSPI,290282778120
067630,HLB생명과학,KOSDAQ,288333842170
136480,하림,KOSDAQ,287828292420
005430,한국공항,KOSPI,287188398500
084010,대한제강,KOSPI,287002826600
010690,화신,KOSPI,286347362000
108860,셀바스AI,KOSDAQ,286104217700
272450,진에어,KOSPI,286056000000
033270,유나이티드제약,KOSPI,285916626750
